CountryName,CountryCode,IndicatorName,IndicatorCode,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
India,IND,Exports_of_goods_and_services_(annual_%_growth),NE.EXP.GNFS.KD.ZG,,-0.1858732138,-0.5798312404,8.404077898,-6.512049663,-13.86417647,25.84036221,4.956135516,3.138040777,-1.938004311,31.55781635,1.052037208,8.237854445,4.963455874,8.199797299,16.44883832,19.81883692,-3.567356247,7.803030303,11.154191,5.237329689,-0.8169340526,6.020508022,-0.9149182738,7.297851957,-6.314910876,5.432381019,12.72727851,7.473063356,11.9791334,11.10441821,9.662286327,4.893244257,13.77959376,13.04366509,31.3960731,6.289730438,-2.32817624,13.88432184,17.99946948,18.15351103,4.309524518,21.08500282,9.58221992,27.17641182,26.08505552,20.39383548,5.866578743,14.77808547,-4.834184009,19.47809711,15.49298885,6.805488798,7.792389238,1.777590734,-5.647087275,5.069223396,4.692885045,
India,IND,Exports_of_goods_and_services_(constant_2010_US$),NE.EXP.GNFS.KD,5941440277,5930396731,5896010438,6391515748,5975297069,5146871339,6476841535,6797842578,7011161650,6875285035,9044974860,9140131361,9893082079,10384120843,11235597703,13083723004,15676764728,15117518683,16297143246,18114957732,19063697791,18907959952,20046315198,19862907797,21312473402,19966609702,21051272017,23730526037,25503923283,28559072275,31730391098,34796272339,36498938937,41528344450,46945162615,61684100185,65563863810,64037421511,72928583210,86055341286,101677407155,106059219945,128421809456,140727469664,178972146365,225657130106,271677273965,287615435170,330119490005,314160906407,375353472835,433506944546,463009211096,499088691033,507960445357,479275475688,503571020233,527203029334,
India,IND,Exports_of_goods_and_services_(current_LCU),NE.EXP.GNFS.CN,7870000000,8040000000,8370000000,9870000000,10020000000,9380000000,13300000000,15170000000,16080000000,16280000000,17710000000,18380000000,22250000000,28300000000,38350000000,48120000000,61390000000,66400000000,71150000000,83400000000,90290000000,102560000000,115630000000,131390000000,158460000000,149510000000,165430000000,202810000000,259130000000,346090000000,406350000000,562540000000,673120000000,861470000000,1016070000000,1307330000000,1448540000000,1652030000000,1952800000000,2276970000000,2781260000000,2907570000000,3555560000000,4174250000000,5690510000000,7120870000000,9048720000000,10189070000000,13287650000000,12987800000000,17101930000000,21439310000000,24397070000000,28567813002157,28636362781764,27286474219988,29487721065295,32105465714412,
India,IND,Exports_of_goods_and_services_(current_US$),NE.EXP.GNFS.CD,1652701653,1688401688,1757701758,2072702073,2104202104,1969760605,1900000000,2022666667,2144000000,2170666667,2361333333,2469898946,2878172458,3599135190,4808415668,5560820024,6868196413,7754744526,8670273695,10326383042,11439539834,11485654131,12009388989,12741342695,13330753441,12217464494,12937864154,15638662914,17899797606,20770717304,22639774912,22943398073,25486060891,27466578243,32361287610,39068859788,40803024157,44459245983,46426482685,52544410650,60878396866,60963525504,73452725999,90838365704,126647719433,160837835640,199973922364,253077318576,288902151604,273751836387,375353472835,447383950836,448400543291,472180427427,468346037554,416787832622,439642787829,497822447418,
India,IND,Gross_national_expenditure_(%_of_GDP),NE.DAB.TOTL.ZS,108.9396393,107.2528607,108.0541854,105.5035204,105.763391,108.5111692,111.0603136,109.5803383,103.8350378,104.233421,104.6636347,106.930843,105.144722,106.2690773,108.769706,105.5230128,103.3052657,104.3852941,108.4661869,107.3941252,107.8657723,105.9039699,105.6248731,105.028792,105.32178,105.8765842,106.1363227,106.7427694,106.1237348,105.0729585,106.1787916,101.3834016,101.2709757,100.1629264,101.6869101,101.2438564,100.1761456,102.2761931,101.6211819,104.6911324,101.6518398,101.8450529,100.8142077,101.0711054,103.8527059,105.1731149,104.9109335,107.5734354,105.63773,106.6763561,105.5180895,106.8821016,105.4922257,101.9641283,102.8363795,101.5523019,99.85667264,100.9543024,
India,IND,Gross_national_expenditure_(constant_LCU),NE.DAB.TOTL.KN,7498960961366,7620869089324,7952279441567,8400573692929,8952905293710,9184241334717,9364303458252,9699277261508,9896700607292,10433269171873,10779489637911,11186069015514,11160734846118,11724729008292,11560635676792,11924934222976,12540233438148,13694198501725,14888836165985,14380517964863,15596817499651,15976251310040,16335585444484,17515057087523,18173445895543,19186156206856,19947062619223,21106799911197,22656833330387,23940157562589,25698209231193,25059211079557,26251196098850,27326544451395,29386035639435,31350314984767,33160638533273,35363131056347,37668228910654,41267446661893,41629786328629,43775270323836,45352503423139,48963943664852,54623802871668,60253416035556,64828498150205,72096560626461,73236071197895,80641714364650,88078216740674,93375717650177,97606243650675,100107156459110,107076116967065,114319475198624,121617760144643,132751606321190,
India,IND,Gross_national_expenditure_(constant_2010_US$),NE.DAB.TOTL.KD,150643591980,153094494816,159745064582,168748920924,179840661567,184480006956,188093847111,194830925314,198801022354,209573462425,216532095134,224693846061,224190489747,235502251163,232211705119,239547302465,251891195912,275059634264,299037450853,288844699924,313274899592,320911525182,328127989857,351820525465,365042833665,385379658100,400664350883,423941807248,455061763127,480829849779,516102691204,503323889173,527238957163,548843207639,590162700263,629606627680,665986657778,710180759234,756488205167,828724267594,836044289762,879135476383,910784317829,983254486648,1096758786337,1209727898591,1301510342545,1447326150765,1470316714535,1618880913232,1768077265804,1874463483549,1959394116509,2009744331463,2149636314023,2295101415667,2441693644888,2665193976709,
India,IND,Gross_national_expenditure_(current_LCU),NE.DAB.TOTL.CN,192096107385,200370802920,216939053834,243270400232,284454340829,307737919341,356568290327,412035304264,413409783660,456917596418,490002308807,535936448982,580875569732,714560269004,863390845026,899187463493,948463054311,1085852597098,1222103399040,1326985246938,1586305025602,1829761235854,2041248922214,2363927600521,2656091600950,3012549778354,3379019108769,3862644153915,4556560520363,5183013947075,6117058071511,6714222219136,7708705651698,8774196694930,10449042669344,12205784225491,13972729153529,15804677864274,18010292128228,20815336065154,21752332272679,23579604712817,25129088992788,28224411494085,33090920000000,38200190000000,44635710000000,52696590000000,58250250000000,67914510000000,80557490000000,93375717304482,104901607468885,114541623905603,128215979371174,139856549418896,153403675124069,172581428540914,
India,IND,Gross_national_expenditure_(current_US$),NE.DAB.TOTL.CD,40340222891,42077910691,45557246862,51086835136,59735471310,64623670588,50938327190,54938040568,55121304488,60922346189,65333641174,72018980996,75139778249,90876290093,108254030421,103911464106,106112242184,126814901851,148924398508,164304052169,200981277316,204914242374,212005122630,229238234746,223448834081,246175640116,264264584426,297848182436,314751325949,311060468304,340811659554,273841990127,291871496356,279751076700,332796436342,364763351647,393589134710,425333717212,428182361556,480344302310,476132082886,494397669977,519130625950,614208399850,736469938885,862820958765,986435430226,1308884097892,1266485989355,1431475833462,1768077265804,1948514076239,1928015855232,1893190526341,2096964839675,2136241847895,2287149259364,2676021270005,
India,IND,Gross_national_expenditure_deflator_(base__varies_by_country),NE.DAB.DEFL.ZS,2.561636317,2.629238222,2.728010949,2.895878414,3.177229419,3.350716822,3.807739592,4.248103164,4.177248561,4.379428815,4.545691172,4.791106225,5.204635517,6.09447151,7.468368256,7.54039768,7.563360435,7.929289158,8.208186224,9.227659603,10.17069685,11.45300734,12.49571942,13.49654522,14.61523377,15.70168483,16.93993333,18.30047269,20.1111976,21.649874,23.803441,26.79343016,29.36515968,32.10869457,35.55785067,38.9335298,42.13649004,44.69252974,47.81295179,50.44008716,52.25184703,53.86512645,55.40838343,57.6432562,60.57967088,63.39921039,68.85198836,73.09168363,79.53765002,84.21759202,91.46130903,99.99999963,107.4742799,114.4190165,119.7428362,122.338341,126.1359155,130.0032695,
India,IND,Final_consumption_expenditure_(%_of_GDP),NE.CON.TOTL.ZS,93.67984165,92.87368956,92.07254709,90.22556712,90.29804971,91.15064018,93.22250617,94.30318605,89.85272822,88.58718546,88.46758486,89.80953623,89.45166399,87.73414096,90.05419621,87.08583567,84.67779863,85.30991594,85.85709305,85.57890226,87.36665995,85.6456728,85.21891621,85.53089843,84.86865546,83.84437345,84.66284132,83.35328647,81.69592977,79.71672804,78.33956487,78.06969891,76.63418712,76.43340964,75.24165303,74.21522745,74.84936229,74.92915267,75.73518059,76.20868319,75.70494066,75.91836853,74.34608159,72.37714805,68.75623758,67.7448601,65.91242151,65.62263328,67.21530346,67.41955078,65.73246978,67.29168017,67.14481002,67.94092623,68.56857391,69.43557179,69.64465588,70.01304813,
India,IND,Final_consumption_expenditure_(constant_LCU),NE.CON.TOTL.KN,6370935531897,6504611964536,6677548034406,7031317898382,7441194413705,7515575407614,7616481363482,8024066421862,8256036657452,8611496003758,8960731984502,9215239057452,9280188487193,9478595232089,9430111390749,10008908970911,10273960062171,11051042401423,11743526528688,11601090991087,12579340668002,13124157037443,13397570134554,14378002236177,14878405190943,15628535433754,16261818672853,16936125415730,17973036765101,18875606827738,19687129880195,20040914808570,20584311900471,21529138218172,22459474365897,23884834872964,25627291113995,26708806396188,28686841408471,30702201943701,31648347079321,33338040609666,34126177353097,35974581774170,37767120000000,40657840000000,42611980000000,45847850000000,48358630000000,51472180000000,54801850000000,58788223750459,61533538909957,65371542421143,69668076003659,75142212139157,81031265182450,87960517532748,
India,IND,Final_consumption_expenditure_(annual_%_growth),NE.CON.TOTL.KD.ZG,,2.098222969,2.658668508,5.297900699,5.829298593,0.9995840691,1.342624488,5.351356341,2.890931149,4.305447772,4.055462379,2.840248692,0.7048046104,2.137960292,-0.5115087221,6.137759738,2.648151682,7.563610668,6.266233556,-1.212885561,8.432393795,4.331040742,2.083281207,7.317984469,3.480337161,5.041738232,4.052095872,4.146564148,6.122482704,5.02180057,4.299321658,1.797036595,2.71143856,4.590031099,4.321288378,6.346366277,7.295240894,4.22017012,7.405928153,7.025383194,3.081684947,5.338962967,2.364076379,5.41638286,4.982791008,7.654065229,4.8063055,7.593803433,5.476330951,6.438457831,6.468873088,7.274159085,4.669838591,6.237254641,6.572483107,7.857452724,7.837210106,8.551331803,
India,IND,Final_consumption_expenditure_(constant_2010_US$),NE.CON.TOTL.KD,128044893052,130731560408,134207279235,141317447619,149555263605,151050194194,153078231091,161269992717,165932197170,173076321256,180095366352,185210522639,186515894941,190503530714,189529088538,201161928626,206489001622,222107025777,236024770756,233162060392,252823203505,263773079455,269268214448,288973220560,299030462939,314106796114,326834704632,340387115317,361227257580,379367370059,395677593564,402788064717,413709415619,432698806454,451396969690,480044274748,515064660987,536801265909,576556381988,617061677153,636077573970,670037520088,685877718834,723027482040,759054430401,817152951629,856427818885,921463263994,971925641924,1034502664524,1101423328988,1181542614136,1236718747097,1313856044541,1400209011121,1510229772203,1628589652527,1767855757431,
India,IND,Final_consumption_expenditure_(current_LCU),NE.CON.TOTL.CN,165188108175,173507500246,184852915949,208042440034,242859764331,258503419986,299298539377,354591367145,357740486460,388330762360,414177483689,450124609259,494178740671,589930137484,714831099984,742079756824,777441140070,887423794812,967363638716,1057431591579,1284839192025,1479747475070,1646894484023,1925080233271,2140287819524,2385658268553,2695376581393,3016261301941,3507720952753,3932247830910,4513214556328,5170247778918,5833363286672,6695508949256,7731607169274,8947259463204,10440108871642,11578756351404,13422523745805,15152279993377,16199992310293,17576947226131,18531607223720,20211537232148,21908020000000,24605780000000,28043290000000,32146310000000,37063540000000,42922030000000,50183270000000,58788223750459,66768887072605,76321586315138,85491018825051,95625793735670,106990808738999,119687339516441,
India,IND,Final_consumption_expenditure_(current_US$),NE.CON.TOTL.CD,34689537406,36436611488,38819151168,43688956096,51000601510,54284632504,42756934197,47278848953,47698731528,51777434981,55223664492,60487611436,63925017550,75026088959,89627250612,85755859757,86978635766,103640735161,117882045126,130928580999,162786234546,165716338732,171047275638,186681687849,180055845099,194948131838,210798622093,232583668269,242301142716,235995284647,251453578646,210870432199,220866193132,213475478466,246247564926,267384077054,294080946673,311606191656,319111310055,349661006627,354598117790,368538907236,382836196755,439835422059,487583849300,555766416104,619748063515,798453827181,805841247478,904693984660,1101423328988,1226760926733,1227163968391,1261474206845,1398200610122,1460638226562,1595163536781,1855853604899,
India,IND,Households_and_NPISHs_final_consumption_expenditure_(%_of_GDP),NE.CON.PRVT.ZS,87.10370276,85.98097475,84.29393264,81.52215953,82.25574809,82.36299392,84.71446355,86.1830498,81.4534376,80.03693681,79.52093025,80.13521775,80.11798091,79.32703981,81.41400519,77.59850889,74.89764526,76.09985868,76.41771493,75.68415207,77.71455487,76.01950095,75.04645162,75.43958079,74.51291041,72.91410865,73.11260392,71.4243565,70.09156099,68.15297036,67.05413529,66.9909606,65.71919733,65.43076762,64.80580231,63.67499859,64.51849847,63.90039863,63.82529052,64.03319388,63.75710548,64.15691892,63.03198679,61.5009384,58.35154654,57.37872458,56.10994519,55.76051175,56.67681994,55.95988444,54.72485851,56.20721858,56.46095379,57.64576609,58.1277171,59.00728108,59.33823554,58.98284693,
India,IND,"Households_and_NPISHs_Final_consumption_expenditure,_PPP_(constant_2011_international_$)",NE.CON.PRVT.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125157533715,1149100398413,1178856966376,1230333644985,1289589986129,1368368680228,1474209782449,1519749649341,1619674867519,1719402308993,1778031831577,1882972935066,1936238398865,2050159279606,2155860534370,2316594692440,2430936696878,2607947140018,2724058073608,2860282312617,3052504611582,3279061347959,3458454100121,3711031141528,3948309112475,4261335446319,4610357768187,4953194662923,
India,IND,"Households_and_NPISHs_Final_consumption_expenditure,_PPP_(current_international_$)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710769504614,747216775176,776523358318,861466530505,931514820665,1001536381457,1108954046622,1162017607308,1193857006907,1311838058925,1397240914027,1507249521197,1552825370844,1672295548737,1791392143835,1991536122618,2225848078065,2462537550335,2700211500568,2766148430020,2944122588599,3279061347959,3500773907457,3693954755640,3950254035735,4188678639953,4533891350013,4997367789243,
India,IND,"Annual_freshwater_withdrawals,_total_(%_of_internal_resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,26.27939142,,,,,30.31120332,,,,,34.39834025,,,,,34.57814661,,,,,,,,,,42.21300138,,,,,,,,,,44.77869986,,44.77869986,,,,
India,IND,"Annual_freshwater_withdrawals,_total_(billion_cubic_meters)",ER.H2O.FWTL.K3,,,,,,,,,,,,,,,,380,,,,,438.3,,,,,,497.4,,,,500,,,,,,,,,,610.4,,,,,,,,,,647.5,,,,,,,,
India,IND,Level_of_water_stress:_freshwater_withdrawal_as_a_proportion_of_available_freshwater_resources,ER.H2O.FWST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.529409,,,,
India,IND,"Annual_freshwater_withdrawals,_industry_(%_of_total_freshwater_withdrawal)",ER.H2O.FWIN.ZS,,,,,,,,,,,,,,,,4,,,,,2.875,,,,,,2.211,,,,3,,,,,,,,,,1.638,,,,,,,,,,2.234,,,,,,,,
India,IND,"Annual_freshwater_withdrawals,_domestic_(%_of_total_freshwater_withdrawal)",ER.H2O.FWDM.ZS,,,,,,,,,,,,,,,,3,,,,,3.206,,,,,,3.691,,,,5,,,,,,,,,,6.881,,,,,,,,,,7.359,,,,,,,,
India,IND,"Annual_freshwater_withdrawals,_agriculture_(%_of_total_freshwater_withdrawal)",ER.H2O.FWAG.ZS,,,,,,,,,,,,,,,,93,,,,,93.93,,,,,,94.09,,,,92,,,,,,,,,,91.48,,,,,,,,,,90.41,,,,,,,,
India,IND,"Water_productivity,_total_(constant_2010_US$_GDP_per_cubic_meter_of_total_freshwater_withdrawal)",ER.GDP.FWTL.M3.KD,,,,,,,,,,,,,,,,0.6671997279,,,,,0.6744006774,,,,,,0.8007489053,,,,1.015129925,,,,,,,,,,1.430795127,,,,,,,,,,2.587822877,,,,,,,,
India,IND,Total_fisheries_production_(metric_tons),ER.FSH.PROD.MT,1161400,961000,973900,1045800,1321600,1331300,1367200,1400400,1525600,1605000,1758500,1853000,1639100,1960700,2256991,2267192,2177096,2314703,2309709,2343292,2445337,2448342,2369320,2508599,2874519,2839348,3007533,2994385,3200962,3718189,3879722,4132494,4324546,4566914,4867135,5016547,5301693,5485270,5381977,5686963,5668958,5937726,5973298,6074846,6230871,6698488,7060154,7005055,7984490,7893598,8505837,8013716,9109609,9222391,9893980,10100000,10800000,,
India,IND,Capture_fisheries_production_(metric_tons),ER.FSH.CAPT.MT,1116557,911641,919532,985873,1255504,1258353,1286639,1311378,1427129,1495679,1636829,1716303,1485142,1787620,2064670,2053375,1938973,2049755,2014855,2015210,2080157,2041720,1916381,2003866,2302519,2206098,2321273,2206075,2307632,2713689,2862586,2907233,2929102,3150212,3347607,3357740,3542954,3620948,3473492,3552149,3726427,3817092,3783853,3757899,3426509,3725362,3877337,3890293,4128727,4094756,4715816,4336132,4895629,4667182,5000978,4862038,5082332,,
India,IND,Aquaculture_production_(metric_tons),ER.FSH.AQUA.MT,44843,49359,54368,59927,66096,72947,80561,89022,98471,109321,121671,136697,153958,173080,192321,213817,238123,264948,294854,328082,365180,406622,452939,504733,572000,633250,686260,788310,893330,1004500,1017136,1225261,1395444,1416702,1519528,1658807,1758739,1864322,1908485,2134814,1942531,2120634,2189445,2316947,2804362,2973126,3182817,3114762,3855763,3798842,3790021,3677584,4213980,4555209,4893002,5263002,5703002,,
India,IND,Pump_price_for_gasoline_(US$_per_liter),EP.PMP.SGAS.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56,,,,0.48,,,0.56,,0.6,,0.66,,0.87,,1.01,,1.09,,1.15,,1.25,,1.1,,0.97,,
India,IND,Pump_price_for_diesel_fuel_(US$_per_liter),EP.PMP.DESL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,0.19,,,0.21,,0.39,,0.41,,0.62,,0.75,,0.7,,0.82,,0.86,,0.91,,0.81,,
India,IND,Population_in_urban_agglomerations_of_more_than_1_million_(%_of_total_population),EN.URB.MCTY.TL.ZS,7.569589298,7.671004447,7.777007951,7.883412358,7.991377203,8.100258676,8.211667606,8.324958738,8.43940967,8.552257966,8.663785691,8.774151529,8.886527079,8.998674611,9.113947411,9.233383741,9.358263637,9.48700449,9.620345946,9.75673007,9.896121581,10.02021528,10.11374916,10.21076327,10.31345199,10.42171683,10.5374566,10.6602381,10.79079655,10.92775168,11.07274116,11.20981009,11.32294031,11.44163277,11.56688851,11.69806431,11.83577902,11.97901784,12.12994987,12.288919,12.45718982,12.60267232,12.69514554,12.79524511,12.90346581,13.01865413,13.14215346,13.27393984,13.41547601,13.56660752,13.72962113,13.90465156,14.09153052,14.28942941,14.49706895,14.71359806,14.93897723,15.17382023,
India,IND,Population_in_urban_agglomerations_of_more_than_1_million,EN.URB.MCTY,34023836,35171169,36384929,37645499,38956728,40315179,41728569,43197360,44726113,46310911,47960856,49681423,51489561,53367443,55326241,57367172,59497195,61711544,64023622,66435117,68954544,71455962,73817020,76269201,78820062,81463087,84213397,87072051,90048045,93133953,96347628,99549265,102588229,105727302,108983715,112357895,115859638,119479361,123237142,127133686,131180551,135034843,138352599,141774879,145310545,148948853,152708895,156590178,160602956,164735263,169008985,173423824,177985310,182699244,187571674,192608941,197817657,203204785,
India,IND,Population_in_the_largest_city_(%_of_urban_population),EN.URB.LCTY.UR.ZS,7.335961078,7.319624511,7.252737557,7.184910907,7.116331151,7.047967852,6.980065825,6.912158828,6.843868702,6.773397177,6.700398001,6.614984776,6.498937586,6.383956789,6.270794092,6.16106106,6.054963523,5.9516227,5.850964042,5.752008567,5.716023525,5.697227124,5.674737705,5.652869867,5.63273726,5.614501216,5.598741678,5.585343274,5.57428936,5.564835967,5.558020271,5.551533433,5.544020453,5.53800386,5.53379675,5.531226804,5.530044338,5.529984195,5.531857807,5.535733783,5.542014838,5.514700263,5.508562673,5.532628625,5.559263708,5.588123985,5.619717162,5.653723939,5.690760554,5.730899406,5.775006713,5.822808505,5.872472132,5.923756756,5.975867107,6.02837719,6.081197904,6.134318505,
India,IND,Population_in_largest_city,EN.URB.LCTY,5910210,6051559,6181753,6314748,6450794,6589384,6731149,6875964,7024100,7175007,7329372,7487766,7651993,7819355,7990617,8165629,8344723,8527237,8714002,8904858,9199543,9513848,9794137,10082683,10380146,10685530,11000338,11324421,11658518,12001511,12355090,12708725,13051762,13403076,13764351,14135363,14516908,14907660,15309490,15722151,16146527,16496409,16955638,17515512,18094682,18691330,19308516,19946082,20605621,21285065,21987895,22713934,23463947,24238725,25039086,25865875,26719965,27602257,
India,IND,Population_living_in_slums_(%_of_urban_population),EN.POP.SLUM.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.9,,,,,48.2,,,,,41.5,,,,,34.8,,32.1,,29.4,,,,,24,,,,
India,IND,Population_living_in_areas_where_elevation_is_below_5_meters_(%_of_total_population),EN.POP.EL5M.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.731374086,,,,,,,,,,2.653426761,,,,,,,,,,2.664960354,,,,,,,,
India,IND,Urban_population_living_in_areas_where_elevation_is_below_5_meters_(%_of_total_population),EN.POP.EL5M.UR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.127296167,,,,,,,,,,1.112924965,,,,,,,,,,1.13790464,,,,,,,,
India,IND,Rural_population_living_in_areas_where_elevation_is_below_5_meters_(%_of_total_population),EN.POP.EL5M.RU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.604077919,,,,,,,,,,1.540501796,,,,,,,,,,1.527055714,,,,,,,,
India,IND,Population_density_(people_per_sq._km_of_land_area),EN.POP.DNST,,154.2097757,157.3570936,160.6113198,163.9601018,167.3967574,170.9147195,174.5229128,178.2487217,182.129321,186.1900898,190.4435344,194.8787373,199.4688957,204.1747265,208.9680512,213.8348824,218.7835389,223.8344283,229.0185975,234.3555296,239.8494654,245.4831386,251.2281647,257.0455309,262.9050518,268.7959518,274.719322,280.6713738,286.6517222,292.6598973,298.6875629,304.7303085,310.7967594,316.9001137,323.0479031,329.2400476,335.4663906,341.7117783,347.9559712,354.1821787,360.3798799,366.5447254,372.673071,378.7634753,384.8118264,390.8185212,396.7729069,402.6472933,408.4065035,414.0269176,419.494223,424.8184112,430.030441,435.1754493,440.286016,445.3705797,450.4186167,
India,IND,"Mammal_species,_threatened",EN.MAM.THRD.NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93
India,IND,"Plant_species_(higher),_threatened",EN.HPT.THRD.NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396
India,IND,"Fish_species,_threatened",EN.FSH.THRD.NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227
India,IND,CO2_emissions_from_transport_(%_of_total_fuel_combustion),EN.CO2.TRAN.ZS,,,,,,,,,,,,24.26385283,23.47003825,22.82614476,22.662012,22.01906692,20.33350569,20.5531591,21.61632013,21.0473475,20.9029845,19.26974872,15.47545463,15.06093845,13.81564308,13.99909529,13.1273755,12.87668136,12.66329721,12.89429112,12.18491356,11.74517172,11.55298897,11.05872888,10.79804337,11.06573593,11.31576105,10.98377659,11.17814499,10.8943963,10.67562104,10.48253463,10.44401214,10.43025182,10.50405049,10.6189444,10.39696885,11.20669207,12.03296989,11.71459351,11.99427948,12.37513741,12.23893766,12.04182546,11.47860789,,,,
India,IND,"CO2_emissions_from_other_sectors,_excluding_residential_buildings_and_commercial_and_public_services_(%_of_total_fuel_combustion)",EN.CO2.OTHX.ZS,,,,,,,,,,,,3.966631678,3.98958776,4.440780726,3.859769889,3.306774743,3.438469493,3.582001184,3.809772896,5.132324003,4.434775971,5.542829377,5.624776343,6.06337599,7.401535381,5.832734627,4.168697008,3.999095739,4.99207607,4.365846368,5.41467921,5.884820414,5.653947523,5.29847144,5.784557244,5.754013113,5.849627309,6.052729298,4.501486221,4.880754946,4.492161179,4.530390402,4.621830775,4.985008282,4.914078987,4.579558717,4.209538376,3.49072566,4.278058968,5.43993338,4.320499793,2.82344788,3.431503942,2.965786036,3.018314873,,,,
India,IND,CO2_emissions_from_manufacturing_industries_and_construction_(%_of_total_fuel_combustion),EN.CO2.MANF.ZS,,,,,,,,,,,,35.13618032,35.42286443,34.66468117,34.68875996,35.55934233,35.49638056,35.81155375,35.96181509,33.17537448,31.02053278,30.09162849,33.06223364,31.25228519,31.36125946,30.28658099,32.36526654,30.43743642,29.3977813,29.33944406,27.90294301,26.5769466,26.02024543,24.56476267,24.73523003,21.99440425,20.97331749,21.74475332,22.39155625,21.50498704,21.04914424,20.80820132,21.61486169,19.86979221,19.6631235,21.43518776,22.39641268,22.92256361,23.47209525,24.28175828,25.97380603,26.86397744,25.18483772,26.9695432,26.40827462,,,,
India,IND,"CO2_emissions_from_electricity_and_heat_production,_total_(%_of_total_fuel_combustion)",EN.CO2.ETOT.ZS,,,,,,,,,,,,21.54577095,23.08223544,23.88448652,26.28577048,26.91475153,28.3953809,27.45496067,25.0250643,26.94269306,31.02434929,32.09426628,33.55671948,35.27422303,34.48486871,38.09371757,39.82311666,42.35334012,42.11461858,43.01484507,43.74728983,45.28882286,46.79111618,49.40466613,48.78320101,51.61796292,52.46165064,51.53463001,52.72557811,53.73852515,55.21427609,55.86708204,54.92646116,56.26402197,56.88778239,55.56049575,55.53305756,55.45391293,53.62066787,52.29103743,51.50289162,51.76420685,53.44267238,52.31799877,53.60529195,,,,
India,IND,CO2_emissions_from_residential_buildings_and_commercial_and_public_services_(%_of_total_fuel_combustion),EN.CO2.BLDG.ZS,,,,,,,,,,,,15.08756422,14.03527412,14.18390682,12.50368768,12.20927555,12.33626336,12.60255434,13.58702759,13.69824505,12.61735745,12.99805637,12.27756271,12.34917733,12.93669337,11.79053245,10.51310788,10.33118571,10.83222684,10.38557338,10.75017439,10.50249061,9.981701892,9.674979887,9.89896835,9.567883789,9.399643513,9.682830326,9.20323442,8.981336572,8.569920489,8.312896312,8.393903117,8.450925712,8.029992123,7.806739658,7.464891546,6.926105726,6.596951251,6.272677404,6.208523077,6.173230416,5.70148987,5.704306706,5.490005793,,,,
India,IND,"Droughts,_floods,_extreme_temperatures_(%_of_population,_average_1990-2009)",EN.CLC.MDAT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.356108992,,,,,,,,,
India,IND,GHG_net_emissions/removals_by_LUCF_(Mt_of_CO2_equivalent),EN.CLC.GHGR.MT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2921,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Disaster_risk_reduction_progress_score_(1-5_scale;_5=best),EN.CLC.DRSK.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,,,,,,,
India,IND,"Bird_species,_threatened",EN.BIR.THRD.NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93
India,IND,SF6_gas_emissions_(thousand_metric_tons_of_CO2_equivalent),EN.ATM.SF6G.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5757.5,,,,,,,,,,3434.7,,,,,4578.7,,,5301.4,,5772,,,,,,,,
India,IND,"PM2.5_air_pollution,_population_exposed_to_levels_exceeding_WHO_guideline_value_(%_of_total)",EN.ATM.PM25.MC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,100,,,,,100,,,,,100,,,,,100,100,100,100,100,100,100,100,
